,タイム,上り,人気,備考,単勝,厩舎ｺﾒﾝﾄ,性齢,斤量,枠番,着差,着順,調教師,調教ﾀｲﾑ,賞金(万円),通過,馬主,馬体重,馬名,馬番,騎手,ﾀｲﾑ指数,発走,場所,レース名,ラウンド数,コース,天候,地面,日付
7,1:46.8,34.8,13,,294.8,,牝3,49,6,クビ,8,[東]堀井雅広,,,13-13-11-8,藤田在子,412(+8),マルターズルーメン,9,武藤雅,**,15,福島,第67回ラジオNIKKEI賞(G3),11R,芝右1800m ,晴 ,良 ,2018-07-01
8,1:46.9,35.0,5,,16.5,,牡3,54,8,クビ,9,[東]萩原清,,,12-12-11-12,吉田勝己,438(+2),グレンガリー,13,津村明秀,**,15,福島,第67回ラジオNIKKEI賞(G3),11R,芝右1800m ,晴 ,良 ,2018-07-01
9,1:47.0,35.5,4,,8.1,,牡3,53,3,1/2,10,[東]栗田徹,,,6-6-5-6,シルクレーシング,512(+2),キューグレーダー,3,田辺裕信,**,15,福島,第67回ラジオNIKKEI賞(G3),11R,芝右1800m ,晴 ,良 ,2018-07-01
10,1:47.1,35.4,3,,5.0,,牡3,54,7,3/4,11,[東]金成貴史,,,8-8-7-8,近藤英子,476(+6),イェッツト,10,蛯名正義,**,15,福島,第67回ラジオNIKKEI賞(G3),11R,芝右1800m ,晴 ,良 ,2018-07-01
11,1:47.1,36.0,10,,69.2,,牡3,52,7,クビ,12,[東]宗像義忠,,,2-2-2-2,猪苗代勇,444(0),シセイヒテン,11,伊藤工真,**,15,福島,第67回ラジオNIKKEI賞(G3),11R,芝右1800m ,晴 ,良 ,2018-07-01
12,1:48.6,37.3,12,,145.1,,牝3,51,8,9,13,[東]手塚貴久,,,3-4-3-8,榊原源一郎,426(+16),ロードライト,12,嶋田純次,**,15,福島,第67回ラジオNIKKEI賞(G3),11R,芝右1800m ,晴 ,良 ,2018-07-01
0,2:24.4,34.1,6,,14.6,,牡3,56,5,,1,[東]藤沢和雄,,"5,526.0",7-6-5-5,山本英俊,496(-4),ゴーフォザサミット,9,蛯名正義,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
1,2:24.7,34.6,7,,19.6,,牡3,56,7,2,2,[西]友道康夫,,"2,236.0",5-6-7-4,Ｇリビエール・レーシング,450(-6),エタリオウ,15,石橋脩,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
2,2:24.7,34.0,1,,3.7,,牡3,56,5,ハナ,3,[西]友道康夫,,"1,418.0",8-8-10-9,ＫＴレーシング,470(-4),スーパーフェザー,10,福永祐一,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
3,2:25.0,35.0,14,,168.1,,牡3,56,8,1.3/4,4,[東]木村哲也,,810.0,3-3-4-2,ゴドルフィン,500(-8),モンテグロッソ,17,北村宏司,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
4,2:25.0,35.0,12,,88.8,,牡3,56,6,ハナ,5,[東]高橋文雅,,540.0,2-2-2-2,菅波立知子,456(+2),トラストケンシン,11,柴田大知,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
5,2:25.0,34.6,3,,4.6,,牡3,56,8,ハナ,6,[東]堀宣行,,,13-13-7-7,サトミホースカンパニー,480(-8),サトノソルタス,18,Ｍ．デム,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
6,2:25.1,34.5,13,,97.6,,牡3,56,4,1/2,7,[東]菊沢隆徳,,,9-8-9-9,野田みづき,486(-8),ミッキーポジション,7,横山典弘,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
7,2:25.2,34.3,4,,8.2,,牡3,56,6,クビ,8,[西]音無秀孝,,,9-10-11-12,ダノックス,470(+2),ダノンマジェスティ,12,内田博幸,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
8,2:25.2,34.9,10,,32.9,,牡3,56,1,クビ,9,[西]松元茂樹,,,3-4-2-5,加藤守,478(+4),カフジバンガード,1,古川吉洋,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
9,2:25.5,35.5,5,,10.1,,牡3,56,3,1.3/4,10,[西]矢作芳人,,,1-1-1-1,フクキタル,464(0),ディープインラヴ,6,岩田康誠,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
10,2:25.8,35.1,2,,4.1,,牡3,56,4,1.3/4,11,[東]藤沢和雄,,,11-10-11-9,シルクレーシング,514(-4),オブセッション,8,ルメール,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
11,2:25.9,35.0,11,,39.7,,牡3,56,7,3/4,12,[西]鈴木孝志,,,12-12-11-12,岡浩二,484(-8),ノストラダムス,13,和田竜二,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
12,2:26.3,35.1,9,,22.7,,牡3,56,2,2.1/2,13,[西]橋田満,,,17-18-16-14,永井啓弍,502(0),スズカテイオー,3,田辺裕信,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
13,2:26.6,35.5,15,,174.9,,牡3,56,1,1.3/4,14,[東]戸田博文,,,15-15-14-14,清進電設,454(+2),ユウセイフラッシュ,2,三浦皇成,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
14,2:26.6,35.2,18,,448.1,,牡3,56,7,クビ,15,[東]大和田成,,,15-15-16-17,吉田照哉,478(-6),テトラルキア,14,柴田善臣,**,15,東京,第25回テレビ東京杯青葉賞(G2),11R,芝左2400m ,晴 ,良 ,2018-04-28
